sku,nombre,marca,subcategoria,categoria_raw,precio_actual,precio_original,descuento_pct,rating,num_opiniones,seller_raw,promo_raw,product_url,url_categoria,precio_actual_raw,precio_original_raw,descuento_pct_raw,rating_raw,opiniones_raw
10964175,"Monitor Alurin CoreVision 100IPSLite 27"" FHD 100Hz Regulable en altura",Alurin,Monitores,Monitores,10499.0,,27.0,4.5,939.0,Vendido y enviado por,Aniversario,https://www.pccomponentes.com/monitor-alurin-corevision-100ipslite-27-fhd-100hz-regulable-en-altura,https://www.pccomponentes.com/monitores-gaming,104.99,,27,4.5,939
10865388,"PcCom Elysium Monitor gaming 23.6"" VA FHD 180Hz Adaptive Sync Curva",PcCom,Monitores,Monitores,8499.0,,39.0,4.6,1645.0,Vendido y enviado por,Aniversario,https://www.pccomponentes.com/pccom-elysium-monitor-gaming-236-va-fhd-180hz-adaptive-sync-curva,https://www.pccomponentes.com/monitores-gaming,84.99,,39,4.6,1645
10893384,"MSI MAG 244C 23.6"" VA FullHD 180Hz FreeSync Curvo",MSI,Monitores,Monitores,84.0,,43.0,4.7,3524.0,Vendido y enviado por,Aniversario,https://www.pccomponentes.com/monitor-msi-mag-244c-236-va-fullhd-180hz-freesync-curvo,https://www.pccomponentes.com/monitores-gaming,84.0,,43,4.7,3524
10945100,"Monitor Acer Nitro KG241YX3BIP 23.8"" FHD 200Hz VA FreeSync Premium HDR10",Acer,Monitores,Monitores,78.0,,21.0,4.6,1928.0,Vendido y enviado por,Aniversario,https://www.pccomponentes.com/monitor-acer-nitro-kg241yx3bip-238-fhd-200hz-va-freesync-premium-hdr10,https://www.pccomponentes.com/monitores-gaming,78.0,,21,4.6,1928
10975928,"Monitor MSI MAG 274QF E20 27"" WQHD 200Hz IPS Plano VESA DisplayHDR 400 Tiempo de Respuesta 0,5 ms",MSI,Monitores,Monitores,149.0,,34.0,4.7,1900.0,Vendido y enviado por,Aniversario,https://www.pccomponentes.com/monitor-msi-mag-274qf-e20-27-wqhd-200hz-ips-plano-vesa-displayhdr-400-tiempo-de-respuesta-05-ms,https://www.pccomponentes.com/monitores-gaming,149.0,,34,4.7,1900
10967279,"Monitor MSI MAG 245F X24 23.8"" FullHD 240Hz Rapid IPS HDR 0,5ms Gaming",MSI,Monitores,Monitores,99.0,,29.0,4.6,1513.0,Vendido y enviado por,Aniversario,https://www.pccomponentes.com/monitor-msi-mag-245f-x24-238-fullhd-240hz-rapid-ips-hdr-05ms-gaming,https://www.pccomponentes.com/monitores-gaming,99.0,,29,4.6,1513
10847164,"MSI MAG 271QPX QD-OLED E2 26.5"" QD-OLED QHD 240Hz 0.03ms HDR400",MSI,Monitores,Monitores,469.0,,32.0,4.8,716.0,Vendido y enviado por,Aniversario,https://www.pccomponentes.com/monitor-msi-mag-271qpx-qd-oled-e2-265-qd-oled-qhd-240hz-003ms-hdr400,https://www.pccomponentes.com/monitores-gaming,469.0,,32,4.8,716
10934942,"Monitor Philips Evnia 3000 27M2N3200NF/00 27"" Fast IPS Full HD 144Hz G-SYNC HDR10",Philips,Monitores,Monitores,8499.0,,22.0,4.5,24.0,Vendido y enviado por,Aniversario,https://www.pccomponentes.com/monitor-philips-evnia-3000-27m2n3200nf-00-27-fast-ips-full-hd-144hz-g-sync-hdr10,https://www.pccomponentes.com/monitores-gaming,84.99,,22,4.5,24
10934929,"AOC 24G4HRE 23.8"" Fast IPS FHD 200Hz HDR10 Altura Ajustable G-Sync Compatible",AOC,Monitores,Monitores,7999.0,,19.0,4.7,99.0,Vendido y enviado por,Aniversario,https://www.pccomponentes.com/monitor-aoc-24g4hre-238-fast-ips-fhd-200hz-hdr10-altavoces-g-sync-compatible,https://www.pccomponentes.com/monitores-gaming,79.99,,19,4.7,99
10886380,"AOC C24G42E 23.6"" Fast VA FullHD 180Hz HDR10 Altavoces Adaptive Sync Curvo",AOC,Monitores,Monitores,7999.0,,27.0,4.6,6520.0,Vendido y enviado por,Aniversario,https://www.pccomponentes.com/monitor-aoc-c24g42e-236-fast-va-fullhd-180hz-hdr10-altavoces-adaptive-sync-curvo,https://www.pccomponentes.com/monitores-gaming,79.99,,27,4.6,6520
