sku,nombre,marca,subcategoria,categoria_raw,precio_actual_raw,precio_original_raw,descuento_pct_raw,rating_raw,opiniones_raw,url_categoria
10934942,"Monitor Philips Evnia 3000 27M2N3200NF/00 27"" Fast IPS Full HD 144Hz G-SYNC HDR10",Philips,Monitores,Monitores,84.99,,22,,,https://www.pccomponentes.com/monitores-gaming
10949480,"Monitor MSI MAG 274CF X24 27"" FullHD 240Hz Rapid VA Curvo 0,5ms FreeSync Premium HDR",MSI,Monitores,Monitores,164.5,,12,,,https://www.pccomponentes.com/monitores-gaming
10952829,"Monitor MSI PRO MP271 E14A 27"" FullHD 144Hz IPS 1ms FreeSync HDR Ready Altavoces",MSI,Monitores,Monitores,99,,33,,,https://www.pccomponentes.com/monitores-gaming
11015304,"Monitor Acer Gaming Nitro VG270W3 27"" FullHD 240Hz IPS 0,5ms FreeSync Premium Altavoces",Acer,Monitores,Monitores,119,,25,,,https://www.pccomponentes.com/monitores-gaming
10861841,"MSI MAG 276CXF 27"" LED Rapid VA FullHD 280Hz Adaptive Sync Curva",MSI,Monitores,Monitores,139,,30,,,https://www.pccomponentes.com/monitores-gaming
11018618,"Monitor AOC 24G4ZRE 23,8"" FullHD 260Hz Fast IPS HDR10 0,3ms VESA",AOC,Monitores,Monitores,99.9,,18,,,https://www.pccomponentes.com/monitores-gaming
10899354,"Monitor AOC G4 U27G4R 27"" Fast IPS 4K UHD 160Hz / FHD 320Hz HDR400 Adaptive Sync",AOC,Monitores,Monitores,269.9,,30,,,https://www.pccomponentes.com/monitores-gaming
10999568,"Monitor AOC Q27G4ZDR 26,5"" Quad HD 240Hz QD-OLED HDR10 Tiempo de respuesta 0,03 ms",AOC,Monitores,Monitores,369.9,,17,,,https://www.pccomponentes.com/monitores-gaming
10964179,"Monitor MSI PRO MP273W E14A 27"" FullHD 144Hz IPS 1ms Altavoces VESA Adaptive Sync",MSI,Monitores,Monitores,99,,33,,,https://www.pccomponentes.com/monitores-gaming
10899353,"Monitor AOC Q24G4RE 23.8"" Fast IPS QHD 180Hz HDR10 Adaptive Sync",AOC,Monitores,Monitores,129.9,,23,,,https://www.pccomponentes.com/monitores-gaming
10890992,Acer Nitro ED270R P 27â³ FullHD 280Hz VA Curvo FreeSync Altavoces HDMI DP,Acer,Monitores,Monitores,148,,25,,,https://www.pccomponentes.com/monitores-gaming
10853477,"Philips Evnia 27M2N3201A/00 27"" LED Fast IPS FullHD 180Hz",Philips,Monitores,Monitores,99.99,,33,,,https://www.pccomponentes.com/monitores-gaming
11011298,"Monitor Gigabyte G27Q20 27"" IPS QHD 200Hz 0.5ms GTG FreeSync Premium G-Sync Compatible HDR10",Gigabyte,Monitores,Monitores,139,,22,,,https://www.pccomponentes.com/monitores-gaming
10863061,Forgeon Meteor Teclado Gaming Wireless RGB 98% Negro,Forgeon,Teclados,Teclados,69.99,,30,,,https://www.pccomponentes.com/teclados-gaming
10861496,Newskill Pyros PRO Teclado Gaming InalÃ¡mbrico MecÃ¡nico 75% Hotswap Negro,Newskill,Teclados,Teclados,77.6,,19,,,https://www.pccomponentes.com/teclados-gaming
149647,Ozone Alliance Teclado Gaming Retroiluminado,Ozone,Teclados,Teclados,34.99,,12,,,https://www.pccomponentes.com/teclados-gaming
10971913,Teclado mecÃ¡nico Krom Klass TKL Layout ES retroiluminado RGB con pack gaming,Krom,Teclados,Teclados,49.9,,0,,,https://www.pccomponentes.com/teclados-gaming
433512,Tempest K11 Ogre Teclado MecÃ¡nico Gaming RGB Negro,Tempest,Teclados,Teclados,19.99,,33,,,https://www.pccomponentes.com/teclados-gaming
10863060,Tempest Combo 3100 PRO RGB Teclado + RatÃ³n + Auriculares + Alfombrilla,Tempest,Teclados,Teclados,30,,33,,,https://www.pccomponentes.com/teclados-gaming
10790437,Newskill Serike V2 Teclado Gaming Gaming RGB Blanco NewSwitch Red,Newskill,Teclados,Teclados,79.94,,36,,,https://www.pccomponentes.com/teclados-gaming
10790438,Newskill Serike V2 TKL Teclado Gaming MecÃ¡nico RGB Negro NewSwitch Red,Newskill,Teclados,Teclados,64.95,,40,,,https://www.pccomponentes.com/teclados-gaming
10861495,Newskill Pyros PRO Teclado Gaming InalÃ¡mbrico MecÃ¡nico 75% Hotswap Blanco,Newskill,Teclados,Teclados,89,,8,,,https://www.pccomponentes.com/teclados-gaming
10802403,Tempest K20 Beast Teclado MecÃ¡nico InalÃ¡mbrico Gaming RGB TKL Mini Blanco,Tempest,Teclados,Teclados,34.99,,30,,,https://www.pccomponentes.com/teclados-gaming
10790436,Newskill Serike V2 Teclado Gaming MecÃ¡nico RGB Negro NewSwitch Red,Newskill,Teclados,Teclados,79.94,,36,,,https://www.pccomponentes.com/teclados-gaming
10817493,Tempest Doom Blaze H-Mech Teclado RGB,Tempest,Teclados,Teclados,16.99,,32,,,https://www.pccomponentes.com/teclados-gaming
10790439,Newskill Serike V2 TKL Teclado Gaming MecÃ¡nico RGB Blanco NewSwitch Red,Newskill,Teclados,Teclados,64.95,,40,,,https://www.pccomponentes.com/teclados-gaming
10861492,Newskill Pyros V2 Teclado Gaming InalÃ¡mbrico MecÃ¡nico 60% Hotswap Negro,Newskill,Teclados,Teclados,64.99,,18,,,https://www.pccomponentes.com/teclados-gaming
433509,Tempest K20 Beast Teclado MecÃ¡nico Gaming RGB TKL Negro,Tempest,Teclados,Teclados,21.01,,57,,,https://www.pccomponentes.com/teclados-gaming
105401,Logitech G213 Prodigy Teclado Gaming,Logitech,Teclados,Teclados,44.99,,47,,,https://www.pccomponentes.com/teclados-gaming
10861444,Krom Kernel PRO TKL RGB Teclado MecÃ¡nico InalÃ¡mbrico Bluetooth Switch Outemu Red Negro,Krom,Teclados,Teclados,44.99,,0,,,https://www.pccomponentes.com/teclados-gaming
707046,Krom Kasic TKL Rainbow Teclado Gaming Negro,Krom,Teclados,Teclados,19.99,,20,,,https://www.pccomponentes.com/teclados-gaming
10861493,Newskill Pyros V2 Teclado Gaming InalÃ¡mbrico MecÃ¡nico 60% Hotswap Blanco,Newskill,Teclados,Teclados,76.96,,0,,,https://www.pccomponentes.com/teclados-gaming
10467406,Logitech G413 SE Teclado MecÃ¡nico Gaming Retroiluminado,Logitech,Teclados,Teclados,69.99,,22,,,https://www.pccomponentes.com/teclados-gaming
10652213,Krom Kenya Combo Gaming 4 en 1 RGB Auriculares + Teclado + RatÃ³n + Alfombrilla,Krom,Teclados,Teclados,41.45,,0,,,https://www.pccomponentes.com/teclados-gaming
10467407,Logitech G413 TKL SE Teclado Gaming MecÃ¡nico Retroiluminado,Logitech,Teclados,Teclados,54.89,,35,,,https://www.pccomponentes.com/teclados-gaming
10358994,Krom Kustom Licencia Oficial Hot Wheels Pack Teclado RGB + RatÃ³n Ãptico RGB 7200 DPI + Alfombrilla,Krom,Teclados,Teclados,39.99,,0,,,https://www.pccomponentes.com/teclados-gaming
254061,Tempest Diablo Teclado MecÃ¡nico Gaming RGB Switch Red,Tempest,Teclados,Teclados,39.99,,27,,,https://www.pccomponentes.com/teclados-gaming
10990609,"Teclado Cool Youth combinado USB espaÃ±ol con ratÃ³n, auriculares y alfombrilla",Cool,Teclados,Teclados,47.99,,0,,,https://www.pccomponentes.com/teclados-gaming
300851,Ozone Alpha Strike Teclado MecÃ¡nico Gaming TKL Retroiluminado Switch Outemu Red,Ozone,Teclados,Teclados,24.99,,48,,,https://www.pccomponentes.com/teclados-gaming
836408,Cool Austin Teclado MecÃ¡nico Gaming USB Negro,Cool,Teclados,Teclados,36.95,,0,,,https://www.pccomponentes.com/teclados-gaming
10754178,Cool Florida Kit Gaming Teclado EspaÃ±ol USB + Raton con IluminaciÃ³n,Cool,Teclados,Teclados,27,,0,,,https://www.pccomponentes.com/teclados-gaming
10828859,Huntsman V3 X Tenkeyless Teclado Clicky Optical Gaming RGB Razer Box Purple Negro,Razer,Teclados,Teclados,99.99,,28,,,https://www.pccomponentes.com/teclados-gaming
343438,Ozone Tactical Teclado Mini MecÃ¡nico RGB USB/Bluetooth Switch Outemu Red,Ozone,Teclados,Teclados,45.99,,23,,,https://www.pccomponentes.com/teclados-gaming
10817494,Tempest K8 Radiance RGB Teclado Gaming Retroiluminado,Tempest,Teclados,Teclados,9.99,,37,,,https://www.pccomponentes.com/teclados-gaming
10097595,Corsair K65 Mini Teclado MecÃ¡nico Gaming RGB Switch Cherry MX Red Negro,Corsair,Teclados,Teclados,64.99,,53,,,https://www.pccomponentes.com/teclados-gaming
313959,Razer Huntsman Mini Teclado Gaming RGB Switch Purple,Razer,Teclados,Teclados,89.99,,30,,,https://www.pccomponentes.com/teclados-gaming
433862,Forgeon Clutch Teclado Gaming RGB 60% Switch Blue,Forgeon,Teclados,Teclados,49.99,,37,,,https://www.pccomponentes.com/teclados-gaming
10643790,Razer Ornata V3 X Teclado Gaming RGB Negro,Razer,Teclados,Teclados,39.99,,20,,,https://www.pccomponentes.com/teclados-gaming
10860146,Logitech Pack G213 Prodigy Teclado Gaming + Logitech G203 Lightsync 2nd Gen RatÃ³n Gaming 8000DPI RGB,Logitech,Teclados,Teclados,59.99,,53,,,https://www.pccomponentes.com/teclados-gaming
10643479,Razer Ornata V3 Teclado Gaming HÃ­brido RGB,Razer,Teclados,Teclados,69.99,,22,,,https://www.pccomponentes.com/teclados-gaming
11018713,Teclado Keychron Q6 Ultra 8K mecÃ¡nico personalizable inalÃ¡mbrico RGB full size,Keychron,Teclados,Teclados,186.7,,33,,,https://www.pccomponentes.com/teclados-gaming
10925127,Teclado Gaming Trust GXT 871 Zora MecÃ¡nico RGB USB QWERTY EspaÃ±ol Aluminio Negro,Trust,Teclados,Teclados,37.99,,36,,,https://www.pccomponentes.com/teclados-gaming
10857681,Corsair K70 CORE Teclado MecÃ¡nico Gaming RGB Switch MLX Red Negro,Corsair,Teclados,Teclados,79.99,,20,,,https://www.pccomponentes.com/teclados-gaming
10707506,Tempest X14 Warden RatÃ³n Gaming InalÃ¡mbrico 12000 DPI Negro,Tempest,Ratones,Ratones,11.99,,40,,,https://www.pccomponentes.com/ratones-gaming
