source,product_name,brand,category,subcategory,price,price_original,discount_pct,rating,review_count,popularity,seller,promo_tag,product_url,sku,url_mal_formateada,duplicado_url,p65,p90,price_tier,rank_popularity,top10_threshold,top_10_popularity,q90_review_count
pccomponentes,Gamepad Logitech G 940 AlÃ¡mbrico USB para PC,Logitech,Mandos,Mandos,2399.0,,0.0,4.3,262.0,262.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/gamepad-logitech-g-940-alambrico-usb-para-pc,11050420.0,False,False,5999.0,7999.0,baja,17,4,False,1002.0
pccomponentes,Krom Kaiser Gamepad Gaming PS3/PS4/PC,Krom,Mandos,Mandos,1399.0,,43.0,3.1,141.0,141.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/krom-kaiser-gamepad-gaming-ps3-ps4-pc,186038.0,False,False,5999.0,7999.0,baja,18,4,False,1002.0
pccomponentes,PowerA Mando con Cable Negro para Nintengo Switch,PowerA,Mandos,Mandos,2599.0,,0.0,4.4,57.0,57.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/powera-mando-con-cable-negro-para-nintengo-switch,710380.0,False,False,5999.0,7999.0,baja,19,4,False,1002.0
pccomponentes,Nacon Pro Compact Controller Xbox Series/Xbox/PC Blanco,Nacon,Mandos,Mandos,3499.0,,0.0,4.6,52.0,52.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/nacon-pro-compact-controller-xbox-series-xbox-pc-blanco,584362.0,False,False,5999.0,7999.0,baja,20,4,False,1002.0
pccomponentes,Mando Microsoft XBOX Wireless Controller InalÃ¡mbrico Bluetooth Negro + USB Tipo C,Microsoft,Mandos,Mandos,4999.0,,28.0,4.9,7.0,7.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/mando-microsoft-xbox-wireless-controller-inalambrico-bluetooth-negro-usb-tipo-c,10987486.0,False,False,5999.0,7999.0,baja,27,4,False,1002.0
pccomponentes,Gamepad Indeca Mini Controller Bluetooth Multiplataforma Blanco,Indeca,Mandos,Mandos,599.0,,53.0,4.9,5.0,5.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/gamepad-indeca-mini-controller-bluetooth-multiplataforma-blanco,10977308.0,False,False,5999.0,7999.0,baja,28,4,False,1002.0
pccomponentes,Gamepad Indeca Mini Controller Bluetooth Multiplataforma Azul,Indeca,Mandos,Mandos,599.0,,53.0,4.9,5.0,5.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/gamepad-indeca-mini-controller-bluetooth-multiplataforma-azul,10977307.0,False,False,5999.0,7999.0,baja,30,4,False,1002.0
pccomponentes,Gamepad Indeca Mini Controller Bluetooth Multiplataforma Rojo,Indeca,Mandos,Mandos,599.0,,53.0,4.9,5.0,5.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/gamepad-indeca-mini-controller-bluetooth-multiplataforma-rojo,10977306.0,False,False,5999.0,7999.0,baja,31,4,False,1002.0
pccomponentes,Mando PowerA Advantage para Nintendo Switch 2 cable USB 3 m negro botones programables,PowerA,Mandos,Mandos,2899.0,,0.0,4.8,5.0,5.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/mando-powera-advantage-para-nintendo-switch-2-cable-usb-3-m-negro-botones-programables,10987143.0,False,False,5999.0,7999.0,baja,34,4,False,1002.0
pccomponentes,Gamepad MSI Force GC200 Blanco gatillos Hall vibraciÃ³n PC Android USB,MSI,Mandos,Mandos,2199.0,,0.0,4.6,5.0,5.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/gamepad-msi-force-gc200-blanco-gatillos-hall-vibracion-pc-android-usb,10985973.0,False,False,5999.0,7999.0,baja,35,4,False,1002.0
pccomponentes,Mando Gamesir Nova Lite InalÃ¡mbrico Stellar White Sticks Hall Effect Turbo 20 Hz,Gamesir,Mandos,Mandos,2599.0,,13.0,4.6,5.0,5.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/mando-gamesir-nova-lite-inalambrico-stellar-white-sticks-hall-effect-turbo-20-hz,11015755.0,False,False,5999.0,7999.0,baja,36,4,False,1002.0
pccomponentes,Mando Gamesir Nova Lite InalÃ¡mbrico Space Purple Sticks Hall Effect Turbo 20 Hz,Gamesir,Mandos,Mandos,2599.0,,13.0,4.6,5.0,5.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/mando-gamesir-nova-lite-inalambrico-space-purple-sticks-hall-effect-turbo-20-hz,11015756.0,False,False,5999.0,7999.0,baja,37,4,False,1002.0
pccomponentes,Mando Gamesir G7 HE Xbox Series PC Hall Effect Negro retroiluminado,Gamesir,Mandos,Mandos,5699.0,,5.0,4.4,4.0,4.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/mando-gamesir-g7-he-xbox-series-pc-hall-effect-negro-retroiluminado,10988021.0,False,False,5999.0,7999.0,baja,38,4,False,1002.0
pccomponentes,Mando inalÃ¡mbrico ASUS ROG Raikiri II Bluetooth compatible Xbox PC y Ally,Asus,Mandos,Mandos,179.0,,14.0,5.0,1.0,1.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/mando-inalambrico-asus-rog-raikiri-ii-bluetooth-compatible-xbox-pc-y-ally,11004840.0,False,False,5999.0,7999.0,baja,40,4,False,1002.0
pccomponentes,"Monitor AOC 24G4ZRE 23,8"" FullHD 260Hz Fast IPS HDR10 0,3ms VESA",AOC,Monitores,Monitores,999.0,,18.0,4.6,6520.0,6520.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/monitor-aoc-24g4zre-238-fullhd-260hz-fast-ips-hdr10-03ms-vesa,11018618.0,False,False,6999.0,10699.000000000004,baja,3,4,True,3189.2000000000007
pccomponentes,"MSI MAG 244C 23.6"" VA FullHD 180Hz FreeSync Curvo",MSI,Monitores,Monitores,84.0,,43.0,4.7,3524.0,3524.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/monitor-msi-mag-244c-236-va-fullhd-180hz-freesync-curvo,10893384.0,False,False,6999.0,10699.000000000004,baja,4,4,True,3189.2000000000007
pccomponentes,"Monitor MSI MAG 272F X24 27"" FHD 240Hz Rapid IPS HDR Adaptive-Sync AI Vision Antirreflejo",MSI,Monitores,Monitores,119.0,,37.0,4.6,3152.0,3152.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/monitor-msi-mag-272f-x24-27-fhd-240hz-rapid-ips-hdr-adaptive-sync-ai-vision-antirreflejo,10950829.0,False,False,6999.0,10699.000000000004,baja,5,4,False,3189.2000000000007
pccomponentes,"MSI MAG 255XF 24.5"" LED Fast IPS FullHD 300Hz",MSI,Monitores,Monitores,149.0,,40.0,4.6,3152.0,3152.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/monitor-msi-mag-255xf-245-led-fast-ips-fullhd-300hz,10861842.0,False,False,6999.0,10699.000000000004,baja,6,4,False,3189.2000000000007
pccomponentes,"Monitor MSI MAG 274CF X24 27"" FullHD 240Hz Rapid VA Curvo 0,5ms FreeSync Premium HDR",MSI,Monitores,Monitores,149.0,,21.0,4.6,3152.0,3152.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/monitor-msi-mag-274cf-x24-27-fullhd-240hz-rapid-va-curvo-05ms-freesync-premium-hdr,10949480.0,False,False,6999.0,10699.000000000004,baja,7,4,False,3189.2000000000007
pccomponentes,"MSI MAG 276CXF 27"" LED Rapid VA FullHD 280Hz Adaptive Sync Curva",MSI,Monitores,Monitores,139.0,,30.0,4.7,2327.0,2327.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/monitor-msi-mag-276cxf-27-led-rapid-va-fullhd-280hz-adaptive-sync-curva,10861841.0,False,False,6999.0,10699.000000000004,baja,9,4,False,3189.2000000000007
pccomponentes,"Monitor LG UltraGear 27G610A-B 27"" QHD 200Hz IPS FreeSync Premium HDR400 1 ms regulable",LG,Monitores,Monitores,189.0,,13.0,4.6,2278.0,2278.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/monitor-lg-ultragear-27g610a-b-27-qhd-200hz-ips-freesync-premium-hdr400-1-ms-regulable,10971704.0,False,False,6999.0,10699.000000000004,baja,10,4,False,3189.2000000000007
pccomponentes,"Monitor Acer Nitro KG241YX3BIP 23.8"" FHD 200Hz VA FreeSync Premium HDR10",Acer,Monitores,Monitores,78.0,,21.0,4.6,1928.0,1928.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/monitor-acer-nitro-kg241yx3bip-238-fhd-200hz-va-freesync-premium-hdr10,10945100.0,False,False,6999.0,10699.000000000004,baja,11,4,False,3189.2000000000007
pccomponentes,"Monitor Acer Nitro KG270P0bi 27"" FullHD 144Hz VA FreeSync 0,5ms",Acer,Monitores,Monitores,89.0,,25.0,4.6,1928.0,1928.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/monitor-acer-nitro-kg270p0bi-27-fullhd-144hz-va-freesync-05ms,11015605.0,False,False,6999.0,10699.000000000004,baja,12,4,False,3189.2000000000007
pccomponentes,"MSI MAG 274QF X24 27"" LED Rapid IPS QHD 240Hz 0.5ms Adaptive Sync",MSI,Monitores,Monitores,169.0,,32.0,4.7,1900.0,1900.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/monitor-msi-mag-274qf-x24-27-led-rapid-ips-qhd-240hz-05ms-adaptive-sync,10877122.0,False,False,6999.0,10699.000000000004,baja,13,4,False,3189.2000000000007
pccomponentes,"Monitor MSI MAG 274QF E20 27"" WQHD 200Hz IPS Plano VESA DisplayHDR 400 Tiempo de Respuesta 0,5 ms",MSI,Monitores,Monitores,149.0,,34.0,4.7,1900.0,1900.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/monitor-msi-mag-274qf-e20-27-wqhd-200hz-ips-plano-vesa-displayhdr-400-tiempo-de-respuesta-05-ms,10975928.0,False,False,6999.0,10699.000000000004,baja,14,4,False,3189.2000000000007
pccomponentes,"Monitor MSI MAG 245F X24 23.8"" FullHD 240Hz Rapid IPS HDR 0,5ms Gaming",MSI,Monitores,Monitores,99.0,,29.0,4.6,1513.0,1513.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/monitor-msi-mag-245f-x24-238-fullhd-240hz-rapid-ips-hdr-05ms-gaming,10967279.0,False,False,6999.0,10699.000000000004,baja,17,4,False,3189.2000000000007
pccomponentes,"Monitor MSI PRO MP273W E14A 27"" FullHD 144Hz IPS 1ms Altavoces VESA Adaptive Sync",MSI,Monitores,Monitores,99.0,,33.0,4.6,1513.0,1513.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/monitor-msi-pro-mp273w-e14a-27-fullhd-144hz-ips-1ms-altavoces-vesa-adaptive-sync,10964179.0,False,False,6999.0,10699.000000000004,baja,18,4,False,3189.2000000000007
pccomponentes,"Monitor LG 24G411A-B.AEU 24"" FullHD 144Hz IPS 1ms G-SYNC FreeSync Gaming",LG,Monitores,Monitores,79.0,,27.0,4.6,904.0,904.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/monitor-lg-24g411a-baeu-24-fullhd-144hz-ips-1ms-g-sync-freesync-gaming,10948829.0,False,False,6999.0,10699.000000000004,baja,25,4,False,3189.2000000000007
pccomponentes,"Monitor LG Ultragear 27G411A-B 27"" FullHD 144Hz IPS G-SYNC FreeSync HDR10 5ms VESA HDMI DisplayPort",LG,Monitores,Monitores,99.0,,16.0,4.6,904.0,904.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/monitor-lg-ultragear-27g411a-b-27-fullhd-144hz-ips-g-sync-freesync-hdr10-5ms-vesa-hdmi-displayport,10948830.0,False,False,6999.0,10699.000000000004,baja,26,4,False,3189.2000000000007
pccomponentes,"AOC Q27G42XE 27"" LED Fast IPS QHD 180Hz Altavoces Adaptive Sync",AOC,Monitores,Monitores,1399.0,,22.0,4.6,863.0,863.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/monitor-aoc-q27g42xe-27-led-fast-ips-qhd-180hz-altavoces-adaptive-sync,10867508.0,False,False,6999.0,10699.000000000004,baja,27,4,False,3189.2000000000007
pccomponentes,"Monitor AOC Q27G42ZE 27"" Fast IPS QHD 240Hz 1ms HDR10 Adaptive Sync",AOC,Monitores,Monitores,1699.0,,32.0,4.6,863.0,863.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/monitor-aoc-q27g42ze-27-fast-ips-qhd-240hz-1ms-hdr10-adaptive-sync,10899355.0,False,False,6999.0,10699.000000000004,baja,28,4,False,3189.2000000000007
pccomponentes,"MSI MAG 271QPX QD-OLED E2 26.5"" QD-OLED QHD 240Hz 0.03ms HDR400",MSI,Monitores,Monitores,469.0,,32.0,4.8,716.0,716.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/monitor-msi-mag-271qpx-qd-oled-e2-265-qd-oled-qhd-240hz-003ms-hdr400,10847164.0,False,False,6999.0,10699.000000000004,baja,29,4,False,3189.2000000000007
pccomponentes,"Monitor Asus ROG Strix XG27AQDMGR 26.5"" Quad HD 240Hz OLED 0.03ms G-SYNC FreeSync HDR10",Asus,Monitores,Monitores,459.0,,9.0,4.6,359.0,359.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/monitor-asus-rog-strix-xg27aqdmgr-265-quad-hd-240hz-oled-003ms-g-sync-freesync-hdr10,10977662.0,False,False,6999.0,10699.000000000004,baja,31,4,False,3189.2000000000007
pccomponentes,"Monitor Acer Gaming Nitro VG270W3 27"" FullHD 240Hz IPS 0,5ms FreeSync Premium Altavoces",Acer,Monitores,Monitores,119.0,,25.0,4.7,178.0,178.0,Vendido y enviado por,Aniversario,https://pccomponentes.com/monitor-acer-gaming-nitro-vg270w3-27-fullhd-240hz-ips-05ms-freesync-premium-altavoces,11015304.0,False,False,6999.0,10699.000000000004,baja,33,4,False,3189.2000000000007
